Player,Team,DYAR Rank,DYAR,YAR Rank,YAR,DVOA Rank,DVOA,VOA Rank,VOA,Runs,Yards,EYds Rank,EYds,TD,FUM,Suc Rate Rank,Suc Rate
D. Singletary,BUF,45,-93,45,-98,45,-64.8%,45,-67.9%,33,118,45,-62,0,23,79%,3

Player,Team,DYAR,YAR,DVOA,VOA,Passes,Yards,EYds,TD,Catch Rate,FUM
C. Evans,CIN,72,76,101.3%,108.0%,11,127,193,1,100%,0
D. Felton,CLE,67,54,54.7%,42.2%,15,147,207,1,87%,0
T. Homer,SEA,66,62,82.6%,76.5%,12,128,185,0,92%,0
N. Chubb,CLE,58,56,58.7%,56.7%,14,106,176,1,86%,0
J. Conner,ARI,53,54,35.6%,36.3%,21,173,187,1,90%,0
D. Freeman,BAL,51,39,25.5%,16.4%,23,125,197,1,78%,0
S. Perine,CIN,49,63,34.3%,48.4%,19,140,173,1,84%,0
E. Mitchell,SF,40,30,45.0%,29.4%,15,108,132,0,93%,0
C. Edwards-Helaire,KC,39,41,35.7%,37.4%,12,74,138,2,83%,0
D. Henry,TEN,39,56,21.6%,37.9%,20,154,158,0,90%,0
A. Ingold,LV,32,33,26.0%,26.2%,12,85,125,1,83%,0
K. Smith,ATL,22,16,28.9%,17.5%,8,51,83,0,88%,0
T. Williams,BAL,19,24,18.5%,27.3%,12,84,82,0,75%,0
D. Harris,NE,17,8,8.0%,-4.0%,15,84,93,0,87%,0
D. Montgomery,CHI,15,19,6.1%,11.9%,15,103,85,0,80%,0
J. Williams,DET,14,11,-2.1%,-4.5%,23,117,110,0,91%,0
R. Burkhead,HOU,13,15,4.1%,7.0%,11,65,78,0,73%,0
D. Johnson,CLE,12,16,2.2%,7.2%,14,94,79,0,79%,1
J. White,NE,11,17,0.1%,8.2%,14,94,77,0,86%,0
C. Ham,MIN,10,13,0.7%,4.8%,11,82,70,0,100%,0
S. Michel,LAR,9,13,-2.0%,3.5%,13,62,74,1,85%,0
R. Stevenson,NE,6,-7,-6.6%,-21.8%,15,117,77,0,80%,1
J. Richard,LV,6,-1,-5.4%,-15.0%,10,45,60,0,80%,0
A. Collins,SEA,4,4,-5.9%,-6.3%,9,86,46,0,89%,1
J. McKinnon,KC,4,-1,-9.9%,-14.5%,18,81,81,0,59%,0
S. Ahmed,MIA,4,5,-10.7%,-9.4%,19,117,93,0,63%,0
J. Jackson,LAC,1,3,-11.4%,-5.8%,8,34,30,0,88%,0
P. Ricard,BAL,1,-4,-13.1%,-19.4%,12,54,52,1,58%,0
D. Hilliard,TEN,-1,-18,-14.6%,-36.0%,12,49,57,0,75%,1
D. Dallas,SEA,-2,-6,-16.7%,-20.9%,15,99,55,0,93%,1
J. Hasty,SF,-9,-7,-22.3%,-20.1%,18,91,57,0,72%,0
K. Herbert,CHI,-16,-13,-42.7%,-36.7%,10,44,6,0,90%,0
T. Coleman,NYJ,-19,-26,-48.8%,-60.4%,10,26,0,0,70%,0
D. Williams,CHI,-26,-17,-49.9%,-37.2%,14,64,3,0,79%,0
B. Scott,PHI,-32,-33,-65.0%,-67.1%,12,44,-21,0,75%,0
C. Hyde,JAX,-41,-26,-59.2%,-41.9%,18,60,-20,0,56%,0

